SALESORDERID,SALESORDERITEM,PRODUCTID,QUANTITY,QUANTITYUNIT
200004159,20,MZ-FG-C900,3,EA
200004159,30,MZ-FG-P010,7,EA
200004159,40,MZ-TG-A26,9,EA
200004159,50,MZ-FG-C10,5,EA
200004159,60,M1,2,EA
200004160,10,MZ-FG-C21,2,EA
200004160,20,TG11,4,EA
200004160,30,MZ-TG-SR01,7,EA
200004160,40,MZ-FG-C20,8,EA
200004161,10,MZ-TG-Y240,7,EA
200004162,10,MZ-FG-C20,5,EA
200004162,20,MZ-TG-E202,1,EA
200004162,30,MZ-FG-R200,9,EA
200004162,40,MZ-TG-A20,2,EA
200004162,50,MZ-FG-R200,2,EA
200004162,60,M-01,3,EA
200004163,10,MZ-FG-C950,2,EA
200004163,20,MZ-FG-C20,10,EA
200004163,30,MZ-FG-R100,7,EA
200004163,40,MZ-TG-Y240,10,EA
200004164,10,MZ-FG-M525,2,EA
200004164,20,MZ-FG-E15,5,EA
200004165,10,CM-FL-V00,4,EA
200004165,20,MZ-FG-E16,3,EA
200004165,30,MZ-TG-SR01,1,EA
200004165,40,MZ-FG-C20,1,EA
200004166,10,MZ-FG-M550,2,EA
200004166,20,MZ-FG-C10,8,EA
200004166,30,MZ-FG-R200,1,EA
200004166,40,MZ-FG-C950,10,EA
200004166,50,MZ-FG-E15,1,EA
200004166,60,MZ-TG-A20,6,EA
200004167,10,MZ-FG-E102,9,EA
200004167,20,MZ-TG-Y200,1,EA
200004167,30,MZ-FG-P010,1,EA
200004167,40,MZ-FG-E15,2,EA
200004168,10,MZ-TG-Y120,4,EA
200004168,20,MZ-TG-A26,4,EA
200004169,10,M1,1,EA
200004170,10,CM-FL-V00,4,EA
200004170,20,MZ-FG-R300,7,EA
200004170,30,MZ-FG-C10,7,EA
200004170,40,MZ-FG-E103,5,EA
200004170,50,MZ-FG-C10,8,EA
200004171,10,MZ-FG-C20,1,EA
200004171,20,CM-FL-V00,8,EA
200004171,30,MZ-TG-A27,5,EA
200004171,40,MZ-TG-A20,3,EA
200004171,50,MZ-TG-A20,5,EA
200004172,10,MZ-FG-M500,10,EA
200004172,20,MZ-FG-C950,3,EA
200004172,30,MZ-FG-C20,6,EA
200004172,40,MZ-TG-A25,3,EA
200004173,10,MZ-FG-M500,4,EA
200004173,20,MZ-FG-M525,2,EA
200004174,10,MZ-FG-C20,4,EA
200004174,20,MZ-FG-E101,7,EA
200004175,10,MZ-FG-C950,5,EA
200004175,20,MZ-FG-E17,6,EA
200004175,30,MZ-FG-P010,10,EA
200004175,40,MZ-FG-E102,10,EA
200004175,50,MZ-TG-Y240,9,EA
200004175,60,MZ-FG-C950,7,EA
200004176,10,MZ-FG-C900,2,EA
200004176,20,MZ-TG-A26,10,EA
200004176,30,MZ-TG-A20,10,EA
200004176,40,MZ-FG-C21,1,EA
200004176,50,MZ-FG-C900,6,EA
200004177,10,MZ-FG-E17,1,EA
200004177,20,MZ-TG-A27,2,EA
200004177,30,MZ-TG-A20,9,EA
200004177,40,MZ-TG-A27,4,EA
200004178,10,MZ-FG-C990,7,EA
200004178,20,MZ-FG-M500,6,EA
200004178,30,MZ-FG-C20,2,EA
200004178,40,MZ-FG-C10,10,EA
200004179,10,M-01,2,EA
200004179,20,MZ-FG-E108,10,EA
200004179,30,MZ-FG-C950,1,EA
200004180,10,MZ-FG-E103,5,EA
200004181,10,MZ-FG-C21,7,EA
200004181,20,MZ-FG-E17,9,EA
200004182,10,MZ-TG-A27,7,EA
200004182,20,MZ-TG-SR01,1,EA
200004182,30,MZ-FG-E103,9,EA
200004183,10,MZ-FG-R300,10,EA
200004183,20,MZ-FG-P010,4,EA
200004183,30,MZ-TG-A20,3,EA
200004183,40,M-01,9,EA
200004184,10,MZ-FG-E102,3,EA
200004184,20,MZ-FG-M550,3,EA
200004184,30,MZ-FG-R200,5,EA
200004184,40,MZ-TG-A26,9,EA
200004184,50,MZ-FG-R100,3,EA
200004184,60,MZ-FG-C950,10,EA
200004185,10,MZ-FG-C990,4,EA
200004186,10,MZ-TG-SR01,7,EA
200004186,20,FG226,9,EA
200004186,30,MZ-FG-C20,9,EA
200004186,40,MZ-FG-C900,5,EA
200004187,10,MZ-TG-Y120,8,EA
200004187,20,MZ-FG-C990,7,EA
200004188,10,FG226,2,EA
200004188,20,MZ-FG-R200,3,EA
200004189,10,FG226,10,EA
200004189,20,MZ-FG-E101,8,EA
200004189,30,MZ-FG-E15,3,EA
200004190,10,MZ-TG-A26,9,EA
200004190,20,CM-FL-V00,9,EA
200004190,30,MZ-FG-C10,9,EA
200004190,40,TG11,7,EA
200004190,50,MZ-TG-SR01,7,EA
200004191,10,CM-FL-V00,9,EA
200004191,20,MZ-FG-C900,6,EA
200004191,30,MZ-FG-C20,7,EA
200004192,10,MZ-FG-C900,4,EA
200004193,10,M-01,10,EA
200004193,20,MZ-TG-Y240,8,EA
200004193,30,MZ-FG-C21,7,EA
200004193,40,MZ-TG-SR01,10,EA
200004193,50,MZ-FG-P010,2,EA
200004193,60,MZ-TG-Y200,5,EA
200004194,10,MZ-FG-R300,3,EA
200004194,20,MZ-TG-SR01,8,EA
200004194,30,MZ-FG-R200,3,EA
200004194,40,MZ-FG-E17,1,EA
200004194,50,MZ-TG-Y120,7,EA
200004194,60,MZ-FG-C950,10,EA
200004195,10,TG11,6,EA
200004195,20,MZ-FG-C900,9,EA
200004196,10,MZ-TG-Y200,3,EA
200004196,20,MZ-FG-E17,4,EA
200004196,30,MZ-FG-C20,8,EA
200004196,40,MZ-FG-M525,10,EA
200004197,10,FG226,10,EA
200004197,20,MZ-TG-A25,7,EA
200004198,10,MZ-TG-Y200,1,EA
200004198,20,MZ-FG-C990,7,EA
200004198,30,MZ-FG-R200,6,EA
200004198,40,MZ-TG-E202,2,EA
200004198,50,MZ-FG-E103,3,EA
200004198,60,MZ-FG-E15,2,EA
200004199,10,MZ-FG-E102,7,EA
200004199,20,M-01,1,EA
200004199,30,MZ-FG-C20,5,EA
200004199,40,MZ-TG-A20,7,EA
200004199,50,FG226,3,EA
200004200,10,MZ-TG-A25,3,EA
200004200,20,MZ-FG-C900,1,EA
200004200,30,MZ-FG-C10,4,EA
200004200,40,CM-FL-V00,7,EA
200004200,50,MZ-FG-M550,3,EA
200004201,10,MZ-FG-M525,8,EA
200004202,10,M-01,8,EA
200004202,20,MZ-FG-E103,3,EA
200004202,30,MZ-TG-A20,4,EA
200004202,40,MZ-TG-A27,6,EA
200004202,50,MZ-FG-C10,9,EA
200004203,10,MZ-FG-E103,7,EA
200004203,20,MZ-TG-SR01,7,EA
200004204,10,MZ-FG-M550,1,EA
200004204,20,CM-FL-V00,1,EA
200004204,30,MZ-FG-R200,4,EA
200004204,40,MZ-TG-SR01,5,EA
200004204,50,MZ-TG-Y120,9,EA
200004204,60,MZ-FG-E103,1,EA
200004205,10,MZ-FG-P010,4,EA
200004205,20,MZ-TG-A25,3,EA
200004205,30,MZ-TG-SR01,2,EA
200004205,40,MZ-FG-P010,1,EA
200004206,10,MZ-TG-SR01,1,EA
200004207,10,MZ-TG-A26,7,EA
200004207,20,MZ-FG-E102,4,EA
200004207,30,MZ-FG-E101,6,EA
200004207,40,FG226,9,EA
200004208,10,MZ-FG-C900,7,EA
200004209,10,MZ-TG-Y200,7,EA
200004209,20,M1,4,EA
200004209,30,MZ-FG-E16,6,EA
200004209,40,TG11,1,EA
200004209,50,MZ-FG-M525,1,EA
200004210,10,MZ-TG-E202,5,EA
200004210,20,MZ-FG-C10,1,EA
200004210,30,MZ-FG-E15,6,EA
200004211,10,MZ-TG-A25,6,EA
200004211,20,MZ-TG-Y240,4,EA
200004212,10,M-01,1,EA
200004212,20,M1,9,EA
200004212,30,MZ-TG-A20,3,EA
200004212,40,MZ-FG-C10,2,EA
200004212,50,MZ-TG-Y200,4,EA
200004213,10,MZ-TG-E202,7,EA
200004214,10,MZ-FG-E102,5,EA
200004214,20,TG11,5,EA
200004214,30,MZ-FG-E103,2,EA
200004215,10,MZ-FG-R300,2,EA
200004215,20,MZ-FG-R100,6,EA
200004215,30,MZ-FG-C10,6,EA
200004215,40,MZ-FG-R100,5,EA
200004215,50,MZ-FG-E16,6,EA
200004216,10,MZ-FG-E17,6,EA
200004217,10,MZ-FG-E102,6,EA
200004217,20,M1,3,EA
200004217,30,MZ-FG-E102,10,EA
200004218,10,MZ-TG-A26,5,EA
200004218,20,MZ-TG-SR01,3,EA
200004218,30,MZ-FG-E103,3,EA
200004219,10,MZ-TG-E202,9,EA
200004220,10,TG11,1,EA
200004220,20,MZ-FG-E102,2,EA
200004220,30,MZ-FG-P010,7,EA
200004220,40,MZ-FG-M500,9,EA
200004220,50,MZ-FG-E17,4,EA
200004220,60,MZ-TG-E202,7,EA
200004221,10,CM-FL-V00,9,EA
200004221,20,MZ-FG-C20,4,EA
200004221,30,MZ-FG-E15,2,EA
200004221,40,MZ-FG-P010,8,EA
200004221,50,MZ-FG-P010,8,EA
200004222,10,MZ-FG-E16,1,EA
200004222,20,M-01,9,EA
200004222,30,MZ-TG-A20,1,EA
200004222,40,MZ-FG-C21,10,EA
200004222,50,MZ-TG-A27,8,EA
200004223,10,MZ-FG-C990,6,EA
200004223,20,MZ-TG-Y240,5,EA
200004223,30,MZ-FG-E102,6,EA
200004224,10,MZ-FG-E101,6,EA
200004224,20,MZ-FG-E101,2,EA
200004224,30,MZ-FG-R200,8,EA
200004224,40,MZ-TG-A27,9,EA
200004224,50,MZ-TG-A25,5,EA
200004224,60,MZ-FG-P010,7,EA
200004225,10,MZ-TG-Y240,5,EA
200004225,20,MZ-FG-E108,4,EA
200004225,30,MZ-FG-P010,2,EA
200004225,40,MZ-FG-M525,9,EA
200004225,50,MZ-TG-A26,5,EA
200004225,60,MZ-FG-E101,2,EA
200004226,10,M-01,10,EA
200004227,10,TG11,5,EA
200004227,20,MZ-FG-C10,3,EA
200004228,10,MZ-FG-E17,9,EA
200004228,20,M1,4,EA
200004228,30,MZ-FG-E103,4,EA
200004229,10,MZ-FG-E108,1,EA
200004229,20,MZ-FG-R300,9,EA
200004229,30,MZ-TG-SR01,1,EA
200004229,40,MZ-FG-M525,1,EA
200004230,10,MZ-FG-E102,5,EA
200004230,20,MZ-TG-SR01,10,EA
200004230,30,MZ-FG-E15,7,EA
200004231,10,MZ-FG-C950,5,EA
200004231,20,MZ-FG-C21,6,EA
200004231,30,MZ-TG-SR01,1,EA
200004231,40,MZ-FG-C21,2,EA
200004231,50,MZ-FG-E16,5,EA
200004232,10,MZ-TG-A20,7,EA
200004232,20,MZ-FG-E102,2,EA
200004232,30,MZ-FG-R200,6,EA
200004232,40,MZ-TG-Y240,5,EA
200004232,50,MZ-TG-Y240,10,EA
200004232,60,MZ-TG-SR01,10,EA
200004233,10,MZ-FG-E101,10,EA
200004233,20,MZ-FG-C21,8,EA
200004233,30,M-01,10,EA
200004233,40,MZ-FG-E108,7,EA
200004233,50,MZ-FG-C21,2,EA
200004233,60,MZ-FG-E101,6,EA
200004234,10,MZ-TG-Y240,1,EA
200004235,10,M1,8,EA
200004235,20,MZ-FG-C950,6,EA
200004236,10,TG11,1,EA
200004236,20,MZ-FG-C20,8,EA
200004236,30,MZ-FG-R200,8,EA
200004236,40,MZ-FG-R300,1,EA
200004236,50,MZ-TG-Y200,10,EA
200004236,60,MZ-FG-C10,6,EA
200004237,10,MZ-FG-R300,6,EA
200004237,20,MZ-FG-P010,10,EA
200004238,10,MZ-TG-SR01,8,EA
200004238,20,MZ-TG-A20,4,EA
200004238,30,MZ-FG-R200,1,EA
200004238,40,MZ-TG-A20,8,EA
200004238,50,MZ-FG-E17,9,EA
200004238,60,MZ-TG-Y120,7,EA
200004239,10,MZ-FG-E102,5,EA
200004239,20,M-01,9,EA
200004239,30,MZ-TG-Y120,2,EA
200004239,40,TG11,10,EA
200004239,50,MZ-FG-C900,9,EA
200004240,10,MZ-FG-P010,9,EA
200004240,20,MZ-FG-M525,9,EA
200004240,30,MZ-FG-C10,1,EA
200004240,40,MZ-TG-Y120,4,EA
200004240,50,MZ-TG-A20,2,EA
200004241,10,MZ-FG-M550,3,EA
200004241,20,MZ-TG-E202,2,EA
200004242,10,MZ-TG-A25,9,EA
200004242,20,MZ-FG-E101,9,EA
200004242,30,MZ-FG-E103,4,EA
200004243,10,MZ-FG-E108,2,EA
200004243,20,MZ-FG-C950,9,EA
200004244,10,MZ-FG-P010,6,EA
200004245,10,MZ-FG-M525,10,EA
200004245,20,M1,3,EA
200004245,30,MZ-FG-E15,7,EA
200004246,10,MZ-TG-SR01,3,EA
200004246,20,MZ-FG-R100,10,EA
200004246,30,MZ-FG-E103,1,EA
200004247,10,MZ-TG-A27,2,EA
200004247,20,MZ-FG-C10,1,EA
200004247,30,CM-FL-V00,9,EA
200004248,10,MZ-FG-E108,9,EA
200004248,20,MZ-TG-A27,5,EA
200004248,30,MZ-FG-R200,10,EA
200004248,40,MZ-TG-A27,1,EA
200004248,50,MZ-TG-A27,4,EA
200004248,60,MZ-FG-M525,2,EA
200004249,10,MZ-TG-SR01,10,EA
200004249,20,MZ-TG-A25,2,EA
200004249,30,MZ-FG-M550,4,EA
200004249,40,MZ-TG-E202,4,EA
200004250,10,MZ-FG-E16,3,EA
200004250,20,MZ-FG-R300,4,EA
200004250,30,MZ-FG-P010,6,EA
200004250,40,MZ-TG-SR01,5,EA
200004250,50,TG11,8,EA
200004250,60,MZ-FG-M500,5,EA
200004251,10,MZ-FG-C990,6,EA
200004252,10,MZ-FG-R100,5,EA
200004252,20,MZ-FG-P010,7,EA
200004252,30,MZ-FG-E103,8,EA
200004253,10,MZ-TG-A25,2,EA
200004254,10,MZ-FG-E16,7,EA
200004255,10,MZ-TG-E202,3,EA
200004255,20,MZ-TG-Y200,6,EA
200004255,30,MZ-FG-E15,9,EA
200004256,10,MZ-TG-A25,4,EA
200004256,20,MZ-TG-Y120,6,EA
200004256,30,MZ-TG-A20,1,EA
200004256,40,MZ-TG-Y240,10,EA
200004256,50,MZ-FG-E103,3,EA
200004257,10,MZ-FG-P010,6,EA
200004258,10,MZ-FG-E17,2,EA
200004258,20,MZ-FG-C900,5,EA
200004258,30,MZ-FG-R200,6,EA
200004258,40,MZ-FG-P010,9,EA
200004258,50,MZ-TG-E202,3,EA
200004258,60,MZ-FG-C900,6,EA
200004259,10,MZ-FG-C20,7,EA
200004260,10,CM-FL-V00,9,EA
200004260,20,MZ-TG-SR01,5,EA
200004260,30,MZ-FG-C10,10,EA
200004260,40,MZ-FG-C10,10,EA
200004260,50,M1,9,EA
200004261,10,MZ-FG-C900,2,EA
200004261,20,MZ-TG-A26,4,EA
200004261,30,CM-FL-V00,1,EA
200004261,40,MZ-TG-Y200,6,EA
200004261,50,CM-FL-V00,4,EA
200004262,10,MZ-FG-C990,1,EA
200004262,20,MZ-TG-Y200,8,EA
200004263,10,TG11,1,EA
200004263,20,MZ-FG-C10,2,EA
200004263,30,MZ-TG-A25,5,EA
200004264,10,MZ-TG-A25,9,EA
200004265,10,MZ-FG-E103,2,EA
200004265,20,MZ-FG-E103,10,EA
200004265,30,MZ-FG-E15,8,EA
200004266,10,MZ-FG-E15,9,EA
200004267,10,MZ-FG-E17,1,EA
200004267,20,MZ-FG-C21,3,EA
200004267,30,MZ-FG-E102,6,EA
200004267,40,MZ-TG-E202,4,EA
200004267,50,MZ-FG-E15,8,EA
200004267,60,MZ-FG-R300,5,EA
200004268,10,MZ-FG-M525,2,EA
200004269,10,MZ-FG-C20,4,EA
200004270,10,MZ-FG-E102,2,EA
200004270,20,MZ-FG-E15,5,EA
200004270,30,MZ-TG-SR01,10,EA
200004270,40,MZ-FG-E17,7,EA
200004271,10,M1,10,EA
200004271,20,MZ-FG-C900,3,EA
200004271,30,MZ-FG-C10,8,EA
200004271,40,M1,7,EA
200004272,10,MZ-FG-C10,4,EA
200004272,20,MZ-FG-C21,4,EA
200004272,30,MZ-TG-A20,8,EA
200004272,40,MZ-FG-E103,5,EA
200004272,50,MZ-TG-Y200,10,EA
200004273,10,MZ-FG-C990,10,EA
200004273,20,TG11,4,EA
200004273,30,MZ-TG-SR01,5,EA
200004273,40,MZ-FG-C950,1,EA
200004273,50,MZ-TG-A26,4,EA
200004273,60,MZ-FG-C21,4,EA
200004274,10,MZ-FG-E15,8,EA
200004274,20,MZ-FG-C21,3,EA
200004274,30,MZ-TG-A20,8,EA
200004274,40,M1,6,EA
200004274,50,MZ-FG-R100,6,EA
200004275,10,MZ-TG-A26,7,EA
200004275,20,MZ-FG-E101,7,EA
200004275,30,MZ-TG-SR01,9,EA
200004275,40,MZ-FG-E15,2,EA
200004276,10,FG226,10,EA
200004276,20,MZ-FG-C20,10,EA
200004276,30,MZ-FG-E103,7,EA
200004277,10,MZ-FG-R300,10,EA
200004277,20,MZ-FG-C990,6,EA
200004277,30,MZ-FG-C10,10,EA
200004277,40,MZ-FG-C900,6,EA
200004277,50,MZ-TG-Y120,5,EA
200004278,10,MZ-TG-Y120,2,EA
200004278,20,MZ-FG-E108,3,EA
200004278,30,MZ-FG-E103,7,EA
200004279,10,MZ-FG-E102,3,EA
200004280,10,MZ-FG-M500,2,EA
200004280,20,MZ-FG-E15,8,EA
200004280,30,MZ-FG-E15,5,EA
200004281,10,MZ-FG-C21,1,EA
200004281,20,M1,5,EA
200004281,30,CM-FL-V00,6,EA
200004282,10,MZ-FG-E16,7,EA
200004282,20,MZ-FG-C20,2,EA
200004282,30,MZ-FG-R200,10,EA
200004282,40,MZ-FG-E16,8,EA
200004282,50,MZ-TG-A20,9,EA
200004282,60,MZ-TG-A27,8,EA
200004283,10,MZ-FG-E103,4,EA
200004283,20,MZ-TG-A20,3,EA
200004283,30,M-01,7,EA
200004283,40,MZ-FG-M525,6,EA
200004284,10,M-01,9,EA
200004284,20,MZ-FG-E16,8,EA
200004285,10,MZ-FG-R300,9,EA
200004285,20,MZ-FG-R200,3,EA
200004285,30,MZ-FG-P010,3,EA
200004285,40,CM-FL-V00,5,EA
200004285,50,MZ-FG-C990,9,EA
200004285,60,MZ-TG-A27,2,EA
200004286,10,MZ-FG-C21,2,EA
200004286,20,MZ-FG-E103,7,EA
200004286,30,MZ-FG-E103,1,EA
200004287,10,MZ-FG-M550,4,EA
200004287,20,MZ-FG-E102,9,EA
200004287,30,MZ-TG-A27,7,EA
200004288,10,MZ-FG-C900,7,EA
200004288,20,CM-FL-V00,3,EA
200004289,10,MZ-FG-E101,9,EA
200004289,20,MZ-FG-E101,9,EA
200004289,30,MZ-TG-Y120,8,EA
200004289,40,MZ-FG-R100,9,EA
200004289,50,MZ-FG-E103,6,EA
200004289,60,MZ-FG-P010,6,EA
200004290,10,M-01,5,EA
200004290,20,M1,8,EA
200004290,30,MZ-TG-SR01,1,EA
200004290,40,MZ-FG-R300,8,EA
200004291,10,MZ-FG-E15,8,EA
200004291,20,MZ-TG-A20,5,EA
200004291,30,MZ-FG-M525,3,EA
200004291,40,MZ-FG-E15,3,EA
200004291,50,MZ-TG-A27,2,EA
200004292,10,MZ-FG-C990,3,EA
200004292,20,MZ-FG-C21,8,EA
200004293,10,MZ-FG-C990,9,EA
200004293,20,MZ-FG-M500,8,EA
200004293,30,MZ-TG-Y200,9,EA
200004293,40,FG226,5,EA
200004293,50,FG226,9,EA
200004293,60,MZ-TG-SR01,2,EA
200004294,10,MZ-FG-E16,7,EA
200004294,20,TG11,1,EA
200004295,10,MZ-FG-E108,9,EA
200004295,20,MZ-FG-E16,1,EA
200004295,30,MZ-FG-P010,5,EA
200004295,40,MZ-TG-A20,8,EA
200004295,50,MZ-TG-Y120,2,EA
200004295,60,MZ-FG-M500,10,EA
200004296,10,MZ-FG-C900,8,EA
200004297,10,MZ-FG-C990,7,EA
200004297,20,MZ-FG-R300,5,EA
200004298,10,MZ-FG-C950,10,EA
200004298,20,FG226,6,EA
200004298,30,MZ-TG-A20,3,EA
200004298,40,MZ-FG-E16,6,EA
200004298,50,MZ-TG-Y120,1,EA
200004299,10,MZ-TG-Y120,8,EA
200004299,20,MZ-FG-C950,10,EA
200004299,30,MZ-FG-C990,7,EA
200004299,40,MZ-FG-C10,7,EA
200004299,50,MZ-FG-M525,8,EA
200004299,60,MZ-FG-M550,6,EA
200004300,10,MZ-TG-Y120,6,EA
200004300,20,MZ-FG-E103,9,EA
200004301,10,MZ-FG-M525,10,EA
200004301,20,MZ-FG-E17,6,EA
200004301,30,MZ-FG-C10,1,EA
200004302,10,MZ-FG-E108,5,EA
200004302,20,MZ-FG-C900,5,EA
200004302,30,MZ-FG-E103,6,EA
200004303,10,MZ-FG-E101,8,EA
200004303,20,MZ-FG-E101,5,EA
200004303,30,MZ-FG-E101,8,EA
200004303,40,MZ-FG-E16,1,EA
200004304,10,MZ-FG-R300,6,EA
200004304,20,MZ-FG-M550,1,EA
200004305,10,TG11,6,EA
200004306,10,FG226,9,EA
200004306,20,MZ-TG-A27,7,EA
200004306,30,MZ-FG-R200,3,EA
200004306,40,MZ-FG-C10,3,EA
200004306,50,MZ-TG-Y200,3,EA
200004306,60,MZ-FG-E101,1,EA
200004307,10,MZ-FG-C950,1,EA
200004307,20,MZ-FG-E15,6,EA
200004307,30,MZ-TG-Y200,7,EA
200004307,40,MZ-TG-A25,8,EA
200004307,50,MZ-FG-C10,10,EA
200004307,60,MZ-FG-C950,5,EA
200004308,10,MZ-FG-E15,7,EA
200004308,20,MZ-TG-A26,8,EA
200004309,10,MZ-TG-Y200,7,EA
200004309,20,MZ-FG-E102,6,EA
200004309,30,MZ-FG-P010,9,EA
200004309,40,MZ-FG-R200,3,EA
200004310,10,MZ-FG-R200,6,EA
200004311,10,MZ-FG-E15,10,EA
200004311,20,MZ-TG-A20,10,EA
200004311,30,MZ-FG-C990,10,EA
200004311,40,MZ-FG-C900,10,EA
200004311,50,MZ-FG-M500,3,EA
200004312,10,MZ-TG-Y240,5,EA
200004312,20,MZ-FG-C21,8,EA
200004312,30,MZ-FG-R200,10,EA
200004312,40,MZ-FG-C950,10,EA
200004312,50,MZ-FG-E15,9,EA
200004312,60,MZ-TG-Y120,8,EA
200004313,10,MZ-FG-E15,8,EA
200004313,20,MZ-FG-C21,2,EA
200004313,30,MZ-TG-A26,1,EA
200004314,10,MZ-TG-SR01,5,EA
200004314,20,MZ-FG-C21,6,EA
200004314,30,MZ-FG-R200,9,EA
200004314,40,MZ-TG-SR01,2,EA
200004314,50,MZ-TG-A20,4,EA
200004314,60,MZ-FG-C21,9,EA
200004315,10,TG11,4,EA
200004315,20,MZ-FG-C10,9,EA
200004315,30,MZ-FG-E15,8,EA
200004316,10,CM-FL-V00,4,EA
200004316,20,MZ-FG-C950,2,EA
200004317,10,MZ-FG-E16,8,EA
200004317,20,CM-FL-V00,9,EA
200004317,30,MZ-FG-E103,9,EA
200004317,40,MZ-FG-C990,9,EA
200004318,10,MZ-TG-E202,3,EA
200004318,20,MZ-FG-M500,7,EA
200004318,30,MZ-FG-R200,1,EA
200004318,40,MZ-TG-A25,7,EA
200004318,50,MZ-FG-E16,6,EA
200004318,60,MZ-FG-R300,8,EA
200004319,10,MZ-TG-E202,6,EA
200004319,20,MZ-FG-C21,10,EA
200004319,30,MZ-FG-E101,10,EA
200004319,40,MZ-FG-C900,6,EA
200004319,50,MZ-FG-C20,4,EA
200004320,10,MZ-FG-E17,10,EA
200004320,20,MZ-FG-R100,3,EA
200004320,30,MZ-TG-SR01,4,EA
200004320,40,M1,2,EA
200004321,10,MZ-FG-C990,7,EA
200004321,20,MZ-FG-M500,8,EA
200004321,30,MZ-TG-A20,9,EA
200004322,10,CM-FL-V00,1,EA
200004322,20,MZ-FG-E16,3,EA
200004322,30,MZ-TG-A20,10,EA
200004322,40,MZ-TG-A20,8,EA
200004322,50,MZ-TG-E202,3,EA
200004323,10,MZ-FG-E108,6,EA
200004323,20,MZ-FG-E102,7,EA
200004323,30,MZ-TG-A20,8,EA
200004323,40,MZ-TG-A25,10,EA
200004323,50,MZ-FG-E103,9,EA
200004324,10,MZ-FG-C900,5,EA
200004324,20,MZ-FG-C10,1,EA
200004324,30,MZ-FG-E103,1,EA
200004325,10,MZ-FG-M500,2,EA
200004325,20,MZ-TG-Y200,9,EA
200004325,30,MZ-FG-E15,5,EA
200004326,10,MZ-FG-C10,7,EA
200004326,20,MZ-FG-E103,5,EA
200004326,30,MZ-FG-E103,9,EA
200004327,10,MZ-FG-M500,5,EA
200004327,20,MZ-TG-E202,9,EA
200004327,30,TG11,8,EA
200004328,10,TG11,5,EA
200004329,10,MZ-FG-P010,10,EA
200004329,20,M1,3,EA
200004329,30,MZ-TG-Y240,4,EA
200004329,40,MZ-TG-E202,1,EA
200004330,10,MZ-FG-E15,10,EA
200004330,20,MZ-FG-E103,7,EA
200004330,30,MZ-FG-P010,5,EA
200004330,40,MZ-FG-P010,8,EA
200004330,50,MZ-FG-R300,9,EA
200004330,60,MZ-FG-R100,2,EA
200004331,10,TG11,8,EA
200004331,20,MZ-FG-E102,3,EA
200004331,30,MZ-TG-Y120,5,EA
200004332,10,MZ-TG-A26,8,EA
200004333,10,TG11,1,EA
200004333,20,MZ-TG-A20,7,EA
200004333,30,MZ-TG-A25,5,EA
200004333,40,MZ-FG-C10,4,EA
200004333,50,M-01,3,EA
200004333,60,M-01,4,EA
200004334,10,MZ-TG-Y200,4,EA
200004334,20,TG11,4,EA
200004334,30,MZ-FG-R200,5,EA
200004334,40,MZ-FG-R300,7,EA
200004334,50,FG226,7,EA
200004334,60,MZ-TG-Y240,2,EA
200004335,10,MZ-FG-C900,10,EA
200004336,10,MZ-TG-Y240,6,EA
200004336,20,MZ-FG-E108,9,EA
200004336,30,MZ-FG-C20,1,EA
200004336,40,MZ-TG-A20,6,EA
200004337,10,MZ-FG-R200,4,EA
200004338,10,MZ-FG-C900,9,EA
200004339,10,MZ-FG-C950,9,EA
200004340,10,MZ-FG-E16,1,EA
200004340,20,MZ-FG-C990,1,EA
200004340,30,MZ-FG-P010,3,EA
200004340,40,MZ-TG-Y200,5,EA
200004340,50,MZ-FG-C20,8,EA
200004340,60,MZ-FG-P010,7,EA
200004341,10,MZ-FG-E103,7,EA
200004341,20,MZ-FG-C21,1,EA
200004341,30,MZ-FG-M525,1,EA
200004341,40,MZ-FG-C21,2,EA
200004341,50,MZ-FG-E101,3,EA
200004342,10,MZ-FG-E101,3,EA
200004342,20,MZ-FG-C950,2,EA
200004343,10,MZ-FG-E103,7,EA
200004343,20,MZ-TG-E202,6,EA
200004343,30,MZ-FG-E15,8,EA
200004343,40,MZ-TG-Y120,7,EA
200004343,50,MZ-FG-M500,2,EA
200004344,10,MZ-TG-Y200,1,EA
200004344,20,MZ-TG-A20,4,EA
200004344,30,MZ-TG-A20,9,EA
200004344,40,MZ-TG-A20,9,EA
200004344,50,MZ-TG-SR01,5,EA
200004345,10,MZ-TG-Y200,5,EA
200004345,20,MZ-FG-R200,10,EA
200004345,30,MZ-FG-C10,6,EA
200004345,40,FG226,10,EA
200004345,50,MZ-FG-R200,1,EA
200004346,10,MZ-FG-E108,5,EA
200004346,20,MZ-FG-E16,6,EA
200004347,10,MZ-FG-C20,4,EA
200004347,20,MZ-TG-E202,3,EA
200004347,30,MZ-FG-R200,10,EA
200004348,10,MZ-FG-E17,4,EA
200004348,20,MZ-FG-E108,8,EA
200004348,30,MZ-FG-C20,10,EA
200004348,40,MZ-FG-E103,2,EA
200004349,10,MZ-FG-C10,1,EA
200004350,10,MZ-FG-E102,9,EA
200004350,20,MZ-FG-M500,2,EA
200004350,30,MZ-TG-SR01,3,EA
200004350,40,MZ-FG-M550,7,EA
200004351,10,MZ-FG-C21,3,EA
200004352,10,MZ-FG-C950,10,EA
200004352,20,MZ-TG-A20,9,EA
200004352,30,MZ-TG-A20,4,EA
